entry_number,year_date,dc_title,authid,authname,surname,given_name,initials,afid,affilname,affiliation_city,affiliation_country
35,2021,"response of denitrification rate and denitrifiers to human-disturbance intensity and physicochemical factors of overlying water in a subtropical stream, china",57203621187,zhang q,Zhang,Quanfa,Q.,60019499,Chinese Academy of Sciences,Beijing,China
36,2021,using nature preserve creek cleanups to quantify anthropogenic litter accumulation in an urban watershed,57226479732,poletti s,Poletti,Sarah A.,S.A.,118294037,Amphibian Foundation,Atlanta,United States
36,2021,using nature preserve creek cleanups to quantify anthropogenic litter accumulation in an urban watershed,57226458947,landberg t,Landberg,Tobias,T.,118294037,Amphibian Foundation,Atlanta,United States
37,2021,calcium stress in daphnia pulicaria and exposure to predator-derived cues: making a bad situation worse?,57226454408,rice m,Rice,Marcus J.,M.J.,60031024,Trent University,Peterborough,Canada
37,2021,calcium stress in daphnia pulicaria and exposure to predator-derived cues: making a bad situation worse?,57219408782,jones c,Jones,Catriona L.C.,C.L.C.,60031024,Trent University,Peterborough,Canada
37,2021,calcium stress in daphnia pulicaria and exposure to predator-derived cues: making a bad situation worse?,57219402812,starke c,Starke,Cody W.E.,C.W.E.,60031024,Trent University,Peterborough,Canada
37,2021,calcium stress in daphnia pulicaria and exposure to predator-derived cues: making a bad situation worse?,7101808314,frost p,Frost,Paul C.,P.C.,60031024,Trent University,Peterborough,Canada
38,2021,the role of emergent physical and chemical properties of florida spring complexes in predicting fish assemblage structure,55937871800,work k,Work,Kirsten,K.,60021742,Stetson University,De Land,United States
39,2021,water abstraction reduces taxonomic and functional diversity of stream invertebrate assemblages,57211220865,gonzález j,González,José M.,J.M.,60018940,Universidad Rey Juan Carlos,Madrid,Spain
39,2021,water abstraction reduces taxonomic and functional diversity of stream invertebrate assemblages,6602352983,elosegi a,Elosegi,Arturo,A.,60027856,Universidad del Pais Vasco,Leioa,Spain
40,2021,state of the art: using artificial refuge traps to control invasive crayfish in southern california streams,57191828914,curti j,Curti,Joseph N.,J.N.,60027550,"University of California, Los Angeles",Los Angeles,United States
40,2021,state of the art: using artificial refuge traps to control invasive crayfish in southern california streams,56041638200,fergus c,Fergus,C. Emi,C.E.,60030241,Oak Ridge Institute for Science and Education,Oak Ridge,United States
40,2021,state of the art: using artificial refuge traps to control invasive crayfish in southern california streams,57208259483,de palma-dow a,De Palma-Dow,Angela A.,A.A.,113983290,Lake County Water Resources Department,Lakeport,United States
41,2020,abundance and distribution of testate amoebae bearing siliceous plates in freshwater lakes and ponds along the east coast of north america: importance of water depth and ph,7004127526,siver p,Siver,Peter A.,P.A.,60011247,Connecticut College,New London,United States
41,2020,abundance and distribution of testate amoebae bearing siliceous plates in freshwater lakes and ponds along the east coast of north america: importance of water depth and ph,6603552307,lott a,Lott,Anne M.,A.M.,60011247,Connecticut College,New London,United States
41,2020,abundance and distribution of testate amoebae bearing siliceous plates in freshwater lakes and ponds along the east coast of north america: importance of water depth and ph,57211282555,torres p,Torres,Paula,P.,60011247,Connecticut College,New London,United States
42,2020,patterns of macroinvertebrate production and energy flow in headwater streams of the brazilian savanna,57194005751,mello j,Mello,José L.S.,J.L.S.,60008088,Universidade de São Paulo,Sao Paulo,Brazil
42,2020,patterns of macroinvertebrate production and energy flow in headwater streams of the brazilian savanna,57194015186,abrahão d,Abrahão,Daniel P.,D.P.,60008088,Universidade de São Paulo,Sao Paulo,Brazil
42,2020,patterns of macroinvertebrate production and energy flow in headwater streams of the brazilian savanna,57205453958,saltarelli w,Saltarelli,Wesley A.,W.A.,60008088,Universidade de São Paulo,Sao Paulo,Brazil
42,2020,patterns of macroinvertebrate production and energy flow in headwater streams of the brazilian savanna,6701814252,whiles m,Whiles,Matt R.,M.R.,60013959,University of Florida,Gainesville,United States
42,2020,patterns of macroinvertebrate production and energy flow in headwater streams of the brazilian savanna,7201837173,dodds w,Dodds,Walter K.,W.K.,60000689,Kansas State University,Manhattan,United States
42,2020,patterns of macroinvertebrate production and energy flow in headwater streams of the brazilian savanna,23468651600,colón-gaud c,Colón-Gaud,Checo,C.,60020059,Georgia Southern University,Statesboro,United States
42,2020,patterns of macroinvertebrate production and energy flow in headwater streams of the brazilian savanna,56380440600,neres-lima v,Neres-Lima,Vinicius,V.,60005499,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,Brazil
42,2020,patterns of macroinvertebrate production and energy flow in headwater streams of the brazilian savanna,36655434700,cunha d,Cunha,Davi G.F.,D.G.F.,60008088,Universidade de São Paulo,Sao Paulo,Brazil
42,2020,patterns of macroinvertebrate production and energy flow in headwater streams of the brazilian savanna,9250412200,corbi j,Corbi,Juliano J.,J.J.,60008088,Universidade de São Paulo,Sao Paulo,Brazil
43,2020,using environmental dna (edna) to detect the endangered spectaclecase mussel (margaritifera monodonta),56925520700,lor y,Lor,Yer,Y.,60107274,Upper Midwest Environmental Sciences Center,La Crosse,United States
43,2020,using environmental dna (edna) to detect the endangered spectaclecase mussel (margaritifera monodonta),6603042147,schreier t,Schreier,Theresa M.,T.M.,60107274,Upper Midwest Environmental Sciences Center,La Crosse,United States
43,2020,using environmental dna (edna) to detect the endangered spectaclecase mussel (margaritifera monodonta),7203026328,waller d,Waller,Diane L.,D.L.,60107274,Upper Midwest Environmental Sciences Center,La Crosse,United States
43,2020,using environmental dna (edna) to detect the endangered spectaclecase mussel (margaritifera monodonta),55327944200,merkes c,Merkes,Christopher M.,C.M.,60107274,Upper Midwest Environmental Sciences Center,La Crosse,United States
44,2020,chemical and optical properties of leachates from different riparian particulate organic matter sources influence instream microbial activity,57189261124,bastias e,Bastias,Elliot,E.,60020193,CSIC - Centro de Estudios Avanzados de Blanes (CEAB),Blanes,Spain
44,2020,chemical and optical properties of leachates from different riparian particulate organic matter sources influence instream microbial activity,24176182900,ribot m,Ribot,Miquel,M.,60020193,CSIC - Centro de Estudios Avanzados de Blanes (CEAB),Blanes,Spain
44,2020,chemical and optical properties of leachates from different riparian particulate organic matter sources influence instream microbial activity,7102418279,jonsson m,Jonsson,Micael,M.,60031040,Umeå Universitet,Umea,Sweden
44,2020,chemical and optical properties of leachates from different riparian particulate organic matter sources influence instream microbial activity,7003489403,sabater f,Sabater,Francesc,F.,60001576,Universitat de Barcelona,Barcelona,Spain
44,2020,chemical and optical properties of leachates from different riparian particulate organic matter sources influence instream microbial activity,7005623491,martí e,Martí,Eugènia,E.,60020193,CSIC - Centro de Estudios Avanzados de Blanes (CEAB),Blanes,Spain
45,2020,"abundance, distribution, and geometry of naturally occurring streambank soil pipes",24171173900,hester e,Hester,Erich T.,E.T.,60027090,Virginia Polytechnic Institute and State University,Blacksburg,United States
45,2020,"abundance, distribution, and geometry of naturally occurring streambank soil pipes",57219449770,mcewen a,McEwen,Amiana M.,A.M.,60027090,Virginia Polytechnic Institute and State University,Blacksburg,United States
45,2020,"abundance, distribution, and geometry of naturally occurring streambank soil pipes",57214685694,kim b,Kim,Byung Jun,B.J.,60027090,Virginia Polytechnic Institute and State University,Blacksburg,United States
45,2020,"abundance, distribution, and geometry of naturally occurring streambank soil pipes",57219053790,rost e,Rost,Emily A.,E.A.,60027090,Virginia Polytechnic Institute and State University,Blacksburg,United States
46,2020,the host mussel sinanodonta woodiana alleviates negative effects of a small omnivorous fish (acheilognathus macropterus) on water quality: a mesocosm experiment,56316039400,yu j,Yu,Jinlei,J.,60027277,Nanjing Institute of Geography and Limnology Chinese Academy of Sciences,Nanjing,China
46,2020,the host mussel sinanodonta woodiana alleviates negative effects of a small omnivorous fish (acheilognathus macropterus) on water quality: a mesocosm experiment,57216527335,xia m,Xia,Manli,M.,60027277,Nanjing Institute of Geography and Limnology Chinese Academy of Sciences,Nanjing,China
46,2020,the host mussel sinanodonta woodiana alleviates negative effects of a small omnivorous fish (acheilognathus macropterus) on water quality: a mesocosm experiment,56091410200,he h,He,Hu,H.,60027277,Nanjing Institute of Geography and Limnology Chinese Academy of Sciences,Nanjing,China
46,2020,the host mussel sinanodonta woodiana alleviates negative effects of a small omnivorous fish (acheilognathus macropterus) on water quality: a mesocosm experiment,7005087752,jeppesen e,Jeppesen,Erik,E.,60029616,Aarhus Universitet,Aarhus,Denmark
46,2020,the host mussel sinanodonta woodiana alleviates negative effects of a small omnivorous fish (acheilognathus macropterus) on water quality: a mesocosm experiment,17343618100,guan b,Guan,Baohua,B.,60027277,Nanjing Institute of Geography and Limnology Chinese Academy of Sciences,Nanjing,China
46,2020,the host mussel sinanodonta woodiana alleviates negative effects of a small omnivorous fish (acheilognathus macropterus) on water quality: a mesocosm experiment,57193550592,ren z,Ren,Ze,Z.,60017053,University of Montana Missoula,Missoula,United States
46,2020,the host mussel sinanodonta woodiana alleviates negative effects of a small omnivorous fish (acheilognathus macropterus) on water quality: a mesocosm experiment,7006151096,elser j,Elser,James J.,J.J.,60017053,University of Montana Missoula,Missoula,United States
46,2020,the host mussel sinanodonta woodiana alleviates negative effects of a small omnivorous fish (acheilognathus macropterus) on water quality: a mesocosm experiment,55553701800,liu z,Liu,Zhengwen,Z.,60027277,Nanjing Institute of Geography and Limnology Chinese Academy of Sciences,Nanjing,China
